Seq_ID,Protein_names,Protein_families,superkingdom,kingdom,phylum,class,order,family,genus,species,Uniprot_Entry,Gene_Names,Organism,Length,EC_number,RefSeq,AlphaFoldDB,PDB
Q8PZ13_METMA,Integral membrane protein,Peptidase S54 family,Archaea,Methanobacteriati,Methanobacteriota,Methanomicrobia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,Methanosarcinamazei,Q8PZ13,MM_0682,Methanosarcinamazei(strainATCCBAA-159/DSM3647/Goe1/Go1/JCM11833/OCM88)(Methanosarcinafrisia),222,,WP_011032633.1;,Q8PZ13;,
Q3SI08_THIDA,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Betaproteobacteria,Nitrosomonadales,Thiobacillaceae,Thiobacillus,Thiobacillusdenitrificans,Q3SI08,Tbd_1772,Thiobacillusdenitrificans(strainATCC25259/T1),238,,,Q3SI08;,
B9GUH5_POPTR,,,,,,,,,,,B9GUH5,,,,,,,
U6P6U2_HAECO,,,,,,,,,,,U6P6U2,,,,,,,
F9WX19_ZYMTI,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,Dothideomycetidae,Mycosphaerellales,Mycosphaerellaceae,Zymoseptoria,Zymoseptoriatritici,F9WX19,MYCGRDRAFT_90057,Zymoseptoriatritici(strainCBS115943/IPO323)(Speckledleafblotchfungus)(Septoriatritici),493,,XP_003856997.1;,F9WX19;,
N1J6A4_BLUG1,Rhomboid family protein,Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,Leotiomycetes,Erysiphales,Erysiphaceae,Blumeria,Blumeriahordei,N1J6A4,BGHDH14_bgh06644,Blumeriagraminisf.sp.hordei(strainDH14)(Barleypowderymildew)(Oidiummonilioidesf.sp.hordei),550,,,N1J6A4;,
B8IJV8_METNO,Rhomboid family protein,,Bacteria,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Methylobacteriaceae,Methylobacterium,Methylobacteriumnodulans,B8IJV8,Mnod_5125,Methylobacteriumnodulans(strainLMG21967/CNCMI-2342/ORS2060),273,,WP_015931589.1;,B8IJV8;,
A5EX27_DICNV,GlpG-like proten,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Cardiobacteriales,Cardiobacteriaceae,Dichelobacter,Dichelobacternodosus,A5EX27,DNO_1330,Dichelobacternodosus(strainVCS1703A),200,,,A5EX27;,
A3XBM0_9RHOB,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,unclassifiedRoseobacter,Rhodobacterales,Roseobacteraceae,Roseobacter,,A3XBM0,MED193_22256,Roseobactersp.MED193,261,,WP_009811921.1;,A3XBM0;,
J3NWN0_GAET3,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,Sordariomycetidae,Magnaporthales,Magnaporthaceae,Gaeumannomyces,Gaeumannomycestritici,J3NWN0,20346150GGTG_05692,Gaeumannomycestritici(strainR3-111a-1)(Wheatandbarleytake-allrootrotfungus)(Gaeumannomycesgraminisvar.tritici),323,,XP_009221762.1;,J3NWN0;,
R5PGH7_9BACT,,,,,,,,,,,R5PGH7,,,,,,,
S8CV08_9LAMI,Rhomboid protein,Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Lamiales,Lentibulariaceae,Genlisea,,S8CV08,M569_03556,Genliseaaurea,255,,,S8CV08;,
Q8GJM7_SYNE7,Uncharacterized protein SEN0012,Peptidase S54 family,Bacteria,Bacillati,Cyanobacteriota,Cyanophyceae,Synechococcales,Synechococcaceae,Synechococcus,Synechococcuselongatus,Q8GJM7,SEN0012Synpcc7942_1835,Synechococcuselongatus(strainATCC33912/PCC7942/FACHB-805)(AnacystisnidulansR2),208,,WP_011378211.1;,Q8GJM7;,
E0VX21_PEDHC,"Protein rhomboid, putative (EC 3.4.21.105)",Peptidase S54 family,Eukaryota,Metazoa,Hexapoda,Neoptera,Anoplura,Pediculidae,Pediculus,Pediculushumanus,E0VX21,8235959Phum_PHUM493270,Pediculushumanussubsp.corporis(Bodylouse),297,3.4.21.105,XP_002430665.1;,E0VX21;,
A0A0D8N2H1_PHOLE,,,,,,,,,,,A0A0D8N2H1,,,,,,,
A0A0D3BI68_BRAOL,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Brassicales,Brassicaceae,Brassica,Brassicaoleracea,A0A0D3BI68,,Brassicaoleraceavar.oleracea,331,,,A0A0D3BI68;,
A0A0D2PFN3_GOSRA,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Malvales,Malvoideae,Gossypium,,A0A0D2PFN3,B456_004G208500,Gossypiumraimondii(Peruviancotton)(Gossypiumklotzschianumsubsp.raimondii),292,3.4.21.105,,A0A0D2PFN3;,
A6D7L2_9VIBR,,,,,,,,,,,A6D7L2,,,,,,,
A0A0A3X2W6_9GAMM,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,unclassifiedAcinetobacter,Moraxellales,Moraxellaceae,Acinetobacter,,A0A0A3X2W6,GW12_16220,Acinetobactersp.HR7,272,,WP_034586232.1;,A0A0A3X2W6;,
D8RK46_SELML,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Lycopodiopsida,Selaginellales,Selaginellaceae,Selaginella,,D8RK46,SELMODRAFT_172130,Selaginellamoellendorffii(Spikemoss),379,3.4.21.105,XP_002971421.1;,D8RK46;,
D8MY40_ERWBE,Rhomboid protease glpG,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Erwiniaceae,Erwinia,Erwiniabillingiae,D8MY40,glpGEbC_42160,Erwiniabillingiae(strainEb661),274,3.4.21.105,,D8MY40;,
A0A0M2STD5_9BACI,Membrane protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Mesobacillus,,A0A0M2STD5,WQ57_20100,Mesobacilluscampisalis,194,,WP_046525561.1;,A0A0M2STD5;,
A0A0A1MFG3_9BACI,Rhomboid protease GluP,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Oceanobacillus,,A0A0A1MFG3,gluP_2BN997_04081,Oceanobacillusoncorhynchi,515,,WP_042534780.1;,A0A0A1MFG3;,
G2TPM1_HEYCO,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Heyndrickxia,Heyndrickxiacoagulans,G2TPM1,Bcoa_2807,Heyndrickxiacoagulans36D1,377,,,G2TPM1;,
K2B8Z0_9BACT,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,,,,,,,K2B8Z0,ACD_50C00153G0005,unculturedbacterium,216,,,K2B8Z0;,
Q81IT8_BACCR,Hypothetical membrane protein (Rhomboid family),Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacilluscereus,Q81IT8,BC_0261,Bacilluscereus(strainATCC14579/DSM31/CCUG7414/JCM2152/NBRC15305/NCIMB9373/NCTC2599/NRRLB-3711),190,,NP_830129.1;WP_000908523.1;,Q81IT8;,
Q1LDC4_CUPMC,"Peptidase S54-type, rhomboid-like protein",,Bacteria,Bacteria,Pseudomonadota,Betaproteobacteria,Burkholderiales,Burkholderiaceae,Cupriavidus,Cupriavidusmetallidurans,Q1LDC4,Rmet_4990,Cupriavidusmetallidurans(strainATCC43123/DSM2839/NBRC102507/CH34)(Ralstoniametallidurans),220,,,Q1LDC4;,
A0A0F7N7X8_9ACTN,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,unclassifiedStreptomyces,Kitasatosporales,Streptomycetaceae,Streptomyces,,A0A0F7N7X8,AA958_16320,Streptomycessp.CNQ-509,299,,WP_047016819.1;,A0A0F7N7X8;,
I1EW66_AMPQE,,,,,,,,,,,I1EW66,,,,,,,
Q65HC8_BACLD,TPR motif integral membrane protein GluP,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacilluslicheniformis,Q65HC8,gluPBL03719,Bacilluslicheniformis(strainATCC14580/DSM13/JCM2505/CCUG7422/NBRC12200/NCIMB9375/NCTC10341/NRRLNRS-1264/Gibson46),512,,WP_009327891.1;,Q65HC8;,
A0A0F2NHQ4_9FIRM,Protease,Peptidase S54 family,Bacteria,Bacillati,Bacillota,unclassifiedPeptococcaceae,Eubacteriales,Peptococcaceae,,,A0A0F2NHQ4,VR68_04790,PeptococcaceaebacteriumBRH_c4a,238,,,A0A0F2NHQ4;,
G4SXF3_META2,Rhomboid family protein,,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Methylococcales,Methylococcaceae,Methylotuvimicrobium,Methylotuvimicrobiumalcaliphilum,G4SXF3,MEALZ_3659,Methylotuvimicrobiumalcaliphilum(strainDSM19304/NCIMB14124/VKMB-2133/20Z)(Methylomicrobiumalcaliphilum),252,,WP_014150072.1;,G4SXF3;,
D3DGU4_HYDTT,Rhomboid-like protein,,Bacteria,Bacteria,Aquificota,Aquificia,Aquificales,Aquificaceae,Hydrogenobacter,Hydrogenobacterthermophilus,D3DGU4,HTH_0584,Hydrogenobacterthermophilus(strainDSM6534/IAM12695/TK-6),216,,WP_012963228.1;,D3DGU4;,
D3SA18_THISK,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,unclassifiedThioalkalivibrio,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,,D3SA18,TK90_1367,Thioalkalivibriosp.(strainK90mix),205,,WP_012982760.1;,D3SA18;,
Q7UH51_RHOBA,Probable membrane protein,,Bacteria,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rhodopirellula,Rhodopirellulabaltica,Q7UH51,RB4835,Rhodopirellulabaltica(strainDSM10527/NCIMB13988/SH1),395,,NP_866347.1;WP_011120130.1;,Q7UH51;,
F7KLP1_9FIRM,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,unclassifiedLachnospiraceae,Lachnospirales,Lachnospiraceae,,,F7KLP1,HMPREF0994_06770,Lachnospiraceaebacterium3_1_57FAA_CT1,209,,,F7KLP1;,
A0LT40_ACIC1,Rhomboid family protein,,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Acidothermales,Acidothermaceae,Acidothermus,Acidothermuscellulolyticus,A0LT40,Acel_0827,Acidothermuscellulolyticus(strainATCC43068/DSM8971/11B),264,,,A0LT40;,
A4VM69_STUS1,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Stutzerimonas,Stutzerimonasstutzeri,A4VM69,PST_2418,Stutzerimonasstutzeri(strainA1501)(Pseudomonasstutzeri),285,,WP_011913533.1;,A4VM69;,
E3I7W8_RHOVT,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Hyphomicrobiaceae,Rhodomicrobium,Rhodomicrobiumvannielii,E3I7W8,Rvan_1570,Rhodomicrobiumvannielii(strainATCC17100/DSM162/LMG4299/NCIMB10020/ATH3.1.1),356,,,E3I7W8;,
F8C2M5_THEGP,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Thermodesulfobacteriota,Thermodesulfobacteria,Thermodesulfobacteriales,Thermodesulfobacteriaceae,Thermodesulfobacterium,Thermodesulfobacteriumgeofontis,F8C2M5,TOPB45_1341,Thermodesulfobacteriumgeofontis(strainOPF15),245,,WP_013910120.1;,F8C2M5;,
Q9HZC2_PSEAE,Rhomboid family intramembrane serine protease,,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonasaeruginosa,Q9HZC2,PA3086,Pseudomonasaeruginosa(strainATCC15692/DSM22644/CIP104116/JCM14847/LMG12228/1C/PRS101/PAO1),286,,NP_251776.1;WP_003104987.1;,Q9HZC2;,2GQC
E6SEL9_INTC7,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Intrasporangiaceae,Intrasporangium,Intrasporangiumcalvum,E6SEL9,Intca_0058,Intrasporangiumcalvum(strainATCC23552/DSM43043/JCM3097/NBRC12989/NCIMB10167/NRRLB-3866/7KIP),314,,,E6SEL9;,
F5LG34_9BACL,"Peptidase, S54 family (EC 3.4.21.-)",Peptidase S54 family,Bacteria,Bacillati,Bacillota,unclassifiedPaenibacillus,Bacillales,Paenibacillaceae,Paenibacillus,,F5LG34,HMPREF9413_2606,Paenibacillussp.HGF7,204,3.4.21.-,WP_009672828.1;,F5LG34;,
A0A0N1J6S8_9BACI,Membrane protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,unclassifiedBacillus,Bacillales,Bacillaceae,Bacillus,,A0A0N1J6S8,AAV98_13945,Bacillussp.CHD6a,237,,WP_060666166.1;,A0A0N1J6S8;,
K2K1M6_9GAMM,"Membrane protein, Rhomboid family",,Bacteria,Bacteria,Pseudomonadota,Gammaproteobacteria,Enterobacterales,Gallaecimonadaceae,Gallaecimonas,Gallaecimonasxiamenensis,K2K1M6,B3C1_03810,Gallaecimonasxiamenensis3-C-1,187,,WP_008483030.1;,K2K1M6;,
M0YBN7_HORVV,,,,,,,,,,,M0YBN7,,,,,,,
A0A044UUW7_ONCVO,,,,,,,,,,,A0A044UUW7,,,,,,,
A9USK3_MONBE,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Eukaryota,,Choanoflagellata,Craspedida,Salpingoecidae,Monosiga,,A9USK3,MONBRDRAFT_5821,Monosigabrevicollis(Choanoflagellate),301,,XP_001743402.1;,A9USK3;,
T0K0I6_COLGC,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,Hypocreomycetidae,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichumgloeosporioides,T0K0I6,CGLO_14675,Colletotrichumgloeosporioides(strainCg-14)(Anthracnosefungus)(Glomerellacingulata),606,3.4.21.105,,T0K0I6;,
V4SWJ6_CITCL,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Sapindales,Aurantioideae,Citrus,,V4SWJ6,CICLE_v10001765mg,Citrusclementina(Clementine)(CitrusdeliciosaxCitrussinensis),337,,XP_006431892.1;,V4SWJ6;,
G2MNA4_9EURY,,,,,,,,,,,G2MNA4,,,,,,,
U5YPF2_9ACTN,Putative membrane protein (Rhomboid family protein),Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,unclassifiedStreptomyces,Kitasatosporales,Streptomycetaceae,Streptomyces,,U5YPF2,ADK64_20335,Streptomycessp.MMG1121,297,,WP_053660941.1;,U5YPF2;,
C4GLE1_9NEIS,"Peptidase, S54 family (EC 3.4.21.-)",Peptidase S54 family,Bacteria,Bacteria,Pseudomonadota,Betaproteobacteria,Neisseriales,Neisseriaceae,Kingella,Kingellaoralis,C4GLE1,GCWU000324_01798,KingellaoralisATCC51147,202,3.4.21.-,WP_003796485.1;,C4GLE1;,
R5CUE1_9FIRM,Peptidase S54 (Rhomboid) family,,Bacteria,Bacillati,Bacillota,unclassifiedBacillota,,,,,R5CUE1,BN705_00661,FirmicutesbacteriumCAG:555,186,,,R5CUE1;,
K6UNM1_9MICO,Putative peptidase,,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Micrococcales,Dermatophilaceae,Austwickia,Austwickiachelonae,K6UNM1,AUCHE_18_00870,AustwickiachelonaeNBRC105200,297,,,K6UNM1;,
A0A015M5N1_RHIIW,Rbd2p,,Eukaryota,Fungi,Glomeromycotina,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,Rhizophagusirregularis,A0A015M5N1,RirG_164760,Rhizophagusirregularis(strainDAOM197198w)(Glomusintraradices),386,,,A0A015M5N1;,
K9T3X6_9CYAN,Putative membrane protein,Peptidase S54 family,Bacteria,Bacillati,Cyanobacteriota,unclassifiedPleurocapsa,Pleurocapsales,Hyellaceae,Pleurocapsa,,K9T3X6,Ple7327_1780,Pleurocapsasp.PCC7327,237,,WP_015143437.1;,K9T3X6;,
F4KJF6_PORAD,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Porphyromonadaceae,Porphyromonas,Porphyromonasasaccharolytica,F4KJF6,Poras_0649,Porphyromonasasaccharolytica(strainATCC25260/DSM20707/BCRC10618/CCUG7834/JCM6326/LMG13178/VPI4198/B440)(Bacteroidesasaccharolyticus),267,,WP_013760163.1;,F4KJF6;,
E4N803_KITSK,Putative peptidase S54 family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Kitasatosporales,Streptomycetaceae,Kitasatospora,Kitasatosporasetae,E4N803,KSE_15070,Kitasatosporasetae(strainATCC33774/DSM43861/JCM3304/KCCA-0304/NBRC14216/KM-6054)(Streptomycessetae),310,,WP_014134652.1;,E4N803;,
D2AXI2_STRRD,Rhomboid-like protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,Actinomycetes,Streptosporangiales,Streptosporangiaceae,Streptosporangium,Streptosporangiumroseum,D2AXI2,Sros_0106,Streptosporangiumroseum(strainATCC12428/DSM43021/JCM3005/KCTC9067/NCIMB10171/NRRL2505/NI9100),291,,WP_012886908.1;,D2AXI2;,
E8JJ25_9ACTO,,,,,,,,,,,E8JJ25,,,,,,,
I0RJU2_MYCPH,,,,,,,,,,,I0RJU2,,,,,,,
K9SEA9_9CYAN,"Peptidase S54, rhomboid domain protein",,Bacteria,Bacillati,Cyanobacteriota,unclassifiedPseudanabaena,Pseudanabaenales,Pseudanabaenaceae,Pseudanabaena,,K9SEA9,Pse7367_0216,Pseudanabaenasp.PCC7367,221,,WP_015163507.1;,K9SEA9;,
A0A0N0CSZ6_9LACO,Membrane-associated serine protease,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Lactobacillales,Lactobacillaceae,Apilactobacillus,,A0A0N0CSZ6,RZ71_06880,Apilactobacilluskunkeei,208,,WP_053791895.1;,A0A0N0CSZ6;,
F9YU98_CAPCC,Uncharacterized protein C13E711 (EC 3.4.21.105),Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophagacanimorsus,F9YU98,Ccan_08350,Capnocytophagacanimorsus(strain5),249,3.4.21.105,WP_013996943.1;,F9YU98;,
K9U782_CHRTP,Rhomboid family protein,,Bacteria,Bacillati,Cyanobacteriota,Cyanophyceae,Chroococcidiopsidales,Chroococcidiopsidaceae,Chroococcidiopsis,Chroococcidiopsisthermalis,K9U782,Chro_4722,Chroococcidiopsisthermalis(strainPCC7203),240,,WP_015156644.1;,K9U782;,
G3W6E5_SARHA,,,,,,,,,,,G3W6E5,,,,,,,
C7RF50_ANAPD,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,Anaerococcusprevotii,C7RF50,Apre_0056,Anaerococcusprevotii(strainATCC9321/DSM20548/JCM6508/NCTC11806/PC1)(Peptostreptococcusprevotii)(Peptococcusprevotii),225,,WP_012803530.1;,C7RF50;,
D3S9M4_THISK,Rhomboid family protein,,Bacteria,Bacteria,Pseudomonadota,unclassifiedThioalkalivibrio,Chromatiales,Ectothiorhodospiraceae,Thioalkalivibrio,,D3S9M4,TK90_1220,Thioalkalivibriosp.(strainK90mix),228,,WP_012982619.1;,D3S9M4;,
A3TN22_9MICO,Membrane spanning protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,unclassifiedJanibacter,Micrococcales,Intrasporangiaceae,Janibacter,,A3TN22,JNB_13238,Janibactersp.HTCC2649,260,,,A3TN22;,
E8RQV7_ASTEC,Rhomboid family protein,,Bacteria,Bacteria,Pseudomonadota,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Asticcacaulis,Asticcacaulisexcentricus,E8RQV7,Astex_0526,Asticcacaulisexcentricus(strainATCC15261/DSM4724/KCTC12464/NCIMB9791/VKMB-1370/CB48),212,,WP_013478054.1;,E8RQV7;,
Q025W2_SOLUE,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Acidobacteriota,Terriglobia,Bryobacterales,Solibacteraceae,CandidatusSolibacter,Solibacterusitatus,Q025W2,Acid_2217,Solibacterusitatus(strainEllin6076),246,,,Q025W2;,
A0A0F5VRD2_9ACTN,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,unclassifiedStreptomyces,Kitasatosporales,Streptomycetaceae,Streptomyces,,A0A0F5VRD2,TN53_30275,Streptomycessp.WM6386,304,,WP_046261910.1;,A0A0F5VRD2;,
A0A0F0EWB7_9MICO,,,,,,,,,,,A0A0F0EWB7,,,,,,,
A5FNH1_FLAJ1,"Peptidase family S54, Rhomboid family protein",Peptidase S54 family,Bacteria,Bacteria,Bacteroidota,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Flavobacteriumjohnsoniae,A5FNH1,Fjoh_0210,Flavobacteriumjohnsoniae(strainATCC17061/DSM2064/JCM8514/BCRC14874/CCUG350202/NBRC14942/NCIMB11054/UW101)(Cytophagajohnsonae),249,,WP_012022318.1;,A5FNH1;,
E8W0C3_STRFA,,,,,,,,,,,E8W0C3,,,,,,,
A0A0G1CD60_9BACT,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,CandidatusGottesmanbacteria,,,,,,A0A0G1CD60,UV59_C0036G0010,CandidatusGottesmanbacteriabacteriumGW2011_GWA1_43_11,191,,,A0A0G1CD60;,
Q7UQD4_RHOBA,Uncharacterized protein,,Bacteria,Bacteria,Planctomycetota,Planctomycetia,Pirellulales,Pirellulaceae,Rhodopirellula,Rhodopirellulabaltica,Q7UQD4,RB6387,Rhodopirellulabaltica(strainDSM10527/NCIMB13988/SH1),307,,NP_867224.1;,Q7UQD4;,
D3PQ31_MEIRD,Rhomboid family protein,,Bacteria,Bacteria,Deinococcota,Deinococci,Thermales,Thermaceae,Meiothermus,Meiothermusruber,D3PQ31,Mrub_0892K649_04100,Meiothermusruber(strainATCC35948/DSM1279/VKMB-1258/21)(Thermusruber),211,,WP_013013176.1;,D3PQ31;,
I0JNZ8_HALH3,S54 family peptidase,Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Halobacillus,Halobacillushalophilus,I0JNZ8,yqgPHBHAL_3523,Halobacillushalophilus(strainATCC35676/DSM2266/JCM20832/KCTC3685/LMG17431/NBRC102448/NCIMB2269)(Sporosarcinahalophila),510,,WP_014643757.1;,I0JNZ8;,
B3MRK0_DROAN,EF-hand domain-containing protein,Peptidase S54 family,Eukaryota,Metazoa,Hexapoda,Neoptera,Muscomorpha,Drosophilinae,Sophophora,ananassaespeciescomplex,B3MRK0,Dana\GF21300dana_GLEANR_4510GF21300,Drosophilaananassae(Fruitfly),418,,XP_001963956.1;,B3MRK0;,
E2ZIE6_9FIRM,"Peptidase, S54 family (EC 3.4.21.-)",,Bacteria,Bacillati,Bacillota,Clostridia,Eubacteriales,Oscillospiraceae,Faecalibacterium,Faecalibacteriumprausnitzii,E2ZIE6,HMPREF9436_01440,Faecalibacteriumcf.prausnitziiKLE1255,210,3.4.21.-,WP_005941761.1;,E2ZIE6;,
D6XW59_BACIE,Rhomboid protease (EC 3.4.21.105),Peptidase S54 family,Bacteria,Bacillati,Bacillota,Bacilli,Bacillales,Bacillaceae,Salisediminibacterium,Salisediminibacteriumselenitireducens,D6XW59,Bsel_2310,Bacillusselenitireducens(strainATCC700615/DSM15326/MLS10),526,3.4.21.105,,D6XW59;,
A0A0F9XVC5_TRIHA,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,Hypocreomycetidae,Hypocreales,Hypocreaceae,Trichoderma,,A0A0F9XVC5,THAR02_03874,Trichodermaharzianum(Hypocrealixii),509,3.4.21.105,,A0A0F9XVC5;,
A0A0K0DFK9_ANGCA,Rhomboid domain-containing protein,Peptidase S54 family,Eukaryota,Metazoa,Nematoda,Chromadorea,Rhabditomorpha,Metastrongylidae,Angiostrongylus,,A0A0K0DFK9,,Angiostrongyluscantonensis(Ratlungworm),258,,,A0A0K0DFK9;,
D0MI82_RHOM4,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacteria,Rhodothermota,Rhodothermia,Rhodothermales,Rhodothermaceae,Rhodothermus,Rhodothermusmarinus,D0MI82,Rmar_1300,Rhodothermusmarinus(strainATCC43812/DSM4252/R-10)(Rhodothermusobamensis),239,,WP_012843802.1;,D0MI82;,
A0A0M8XNI3_9ACTN,,,,,,,,,,,A0A0M8XNI3,,,,,,,
D7NDM6_9BACT,Rhomboid family protein,,Bacteria,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Segatella,Segatellaoris,D7NDM6,HMPREF0665_01646,SegatellaorisC735,289,,,D7NDM6;,
A0A094GKL7_9PEZI,Rhomboid-type serine protease (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Dikarya,Pezizomycotina,unclassifiedPseudogymnoascus,Thelebolales,Thelebolaceae,Pseudogymnoascus,,A0A094GKL7,V499_07443,Pseudogymnoascussp.VKMF-103,502,3.4.21.105,,A0A094GKL7;,
A0A078I8U7_BRANA,RHOMBOID-like protein (EC 3.4.21.105),Peptidase S54 family,Eukaryota,Viridiplantae,Streptophytina,Magnoliopsida,Brassicales,Brassicaceae,Brassica,,A0A078I8U7,BnaCnng14870DDARMORV10_C09P15970.1GSBRNA2T00087215001,Brassicanapus(Rape),315,3.4.21.105,XP_013707505.1;,A0A078I8U7;,
A1UNL8_MYCSK,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,unclassifiedMycobacterium,Mycobacteriales,Mycobacteriaceae,Mycobacterium,,A1UNL8,Mkms_5237,Mycobacteriumsp.(strainKMS),289,,,A1UNL8;,
A0A0M2PBI6_9BACI,Peptidase S54 rhomboid domain-containing protein,Peptidase S54 family,Bacteria,Bacillati,Bacillota,unclassifiedBacillus,Bacillales,Bacillaceae,Bacillus,,A0A0M2PBI6,WQ54_30955,Bacillussp.SA1-12,513,,WP_046590712.1;,A0A0M2PBI6;,
G2NL19_STREK,Rhomboid family protein,Peptidase S54 family,Bacteria,Bacillati,Actinomycetota,unclassifiedStreptomyces,Kitasatosporales,Streptomycetaceae,Streptomyces,,G2NL19,SACTE_2718,Streptomycessp.(strainSirexAA-E/ActE),199,,WP_014046585.1;,G2NL19;,
F7YKE9_VIBA7,,,,,,,,,,,F7YKE9,,,,,,,
B9JFH2_RHIR8,Conserved hypothetical membrane protein,,Bacteria,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhizobiaceae,Rhizobium,Rhizobiumrhizogenes,B9JFH2,Arad_2480,Rhizobiumrhizogenes(strainK84/ATCCBAA-868)(Agrobacteriumradiobacter),256,,WP_012651514.1;,B9JFH2;,
